source,relation,target,target_type
Migraine,diagnosed_by,ECG,diagnostic_test
COVID-19,treated_by,IV Fluids,treatment
Blurred Vision,indicates,Asthma,disease
Pneumonia,managed_by,Dermatologist,specialist
Migraine,causes,Headache,symptom
Influenza,causes,Fatigue,symptom
Fever,indicates,Arthritis,disease
Arthritis,causes,Sore Throat,symptom
Hypertension,treated_by,ACE Inhibitors,treatment
Joint Pain,indicates,Conjunctivitis,disease
COVID-19,managed_by,Ophthalmologist,specialist
Arthritis,causes,Dizziness,symptom
Blurred Vision,indicates,Hypertension,disease
COVID-19,associated_with,COVID-19,disease
Joint Pain,indicates,COVID-19,disease
COVID-19,treated_by,Nitroglycerin,treatment
NSAIDs,prescribed_by,Pulmonologist,specialist
Headache,indicates,Asthma,disease
Sore Throat,indicates,Asthma,disease
Pain Relievers,prescribed_by,Ophthalmologist,specialist
COVID-19,managed_by,Infectious Disease Specialist,specialist
Hypertension,diagnosed_by,X-Ray,diagnostic_test
Inhalers,prescribed_by,Neurologist,specialist
Diabetes,associated_with,Pneumonia,disease
Antibiotics,prescribed_by,Ophthalmologist,specialist
ACE Inhibitors,prescribed_by,Pulmonologist,specialist
Angina,managed_by,Dermatologist,specialist
Conjunctivitis,diagnosed_by,CT Scan,diagnostic_test
Arthritis,associated_with,Influenza,disease
Dizziness,indicates,Bronchitis,disease
Joint Pain,indicates,Pneumonia,disease
Conjunctivitis,associated_with,Pneumonia,disease
Pneumonia,managed_by,Rheumatologist,specialist
Diabetes,treated_by,Insulin,treatment
Arthritis,diagnosed_by,X-Ray,diagnostic_test
Nitroglycerin,prescribed_by,Endocrinologist,specialist
Sore Throat,indicates,Migraine,disease
Arthritis,associated_with,Influenza,disease
Influenza,managed_by,Cardiologist,specialist
Antibiotics,prescribed_by,General Practitioner,specialist
Bronchitis,associated_with,Arthritis,disease
Influenza,managed_by,Infectious Disease Specialist,specialist
Migraine,managed_by,Neurologist,specialist
Bronchitis,diagnosed_by,MRI,diagnostic_test
Arthritis,treated_by,Nitroglycerin,treatment
Conjunctivitis,associated_with,Pneumonia,disease
Conjunctivitis,managed_by,Infectious Disease Specialist,specialist
Shortness of Breath,indicates,Asthma,disease
COVID-19,treated_by,Eye Drops,treatment
Headache,indicates,Asthma,disease
Tuberculosis,associated_with,Arthritis,disease
Cough,indicates,Influenza,disease
Antibiotics,prescribed_by,General Practitioner,specialist
Bronchitis,diagnosed_by,X-Ray,diagnostic_test
Sore Throat,indicates,Pneumonia,disease
Pneumonia,diagnosed_by,Blood Test,diagnostic_test
Migraine,managed_by,Infectious Disease Specialist,specialist
Hypertension,treated_by,Antivirals,treatment
Antivirals,prescribed_by,Endocrinologist,specialist
Asthma,managed_by,Dermatologist,specialist
NSAIDs,prescribed_by,Cardiologist,specialist
Pain Relievers,prescribed_by,Pulmonologist,specialist
Migraine,diagnosed_by,ECG,diagnostic_test
Bronchitis,causes,Shortness of Breath,symptom
Hypertension,causes,Cough,symptom
Tuberculosis,causes,Joint Pain,symptom
Hypertension,associated_with,Conjunctivitis,disease
Pneumonia,treated_by,Beta Blockers,treatment
Pneumonia,causes,Rash,symptom
Bronchitis,associated_with,Pneumonia,disease
Fatigue,indicates,Influenza,disease
Cough,indicates,Tuberculosis,disease
Asthma,associated_with,COVID-19,disease
Antivirals,prescribed_by,Rheumatologist,specialist
Arthritis,managed_by,Ophthalmologist,specialist
Pneumonia,causes,Chest Pain,symptom
Hypertension,treated_by,Insulin,treatment
Asthma,associated_with,Migraine,disease
Asthma,diagnosed_by,X-Ray,diagnostic_test
Arthritis,associated_with,Tuberculosis,disease
Bronchitis,causes,Fever,symptom
Pneumonia,associated_with,Influenza,disease
Bronchitis,treated_by,IV Fluids,treatment
Asthma,treated_by,Corticosteroids,treatment
Shortness of Breath,indicates,Arthritis,disease
Asthma,diagnosed_by,MRI,diagnostic_test
Insulin,prescribed_by,Cardiologist,specialist
Pneumonia,causes,Dizziness,symptom
Pneumonia,causes,Headache,symptom
Sore Throat,indicates,Diabetes,disease
Conjunctivitis,diagnosed_by,MRI,diagnostic_test
Influenza,causes,Rash,symptom
Corticosteroids,prescribed_by,Ophthalmologist,specialist
Angina,treated_by,Antivirals,treatment
Chest Pain,indicates,Conjunctivitis,disease
Asthma,diagnosed_by,Urinalysis,diagnostic_test
Angina,associated_with,Hypertension,disease
Rash,indicates,Conjunctivitis,disease
COVID-19,causes,Fever,symptom
Bronchitis,diagnosed_by,ECG,diagnostic_test
Asthma,associated_with,COVID-19,disease
Chest Pain,indicates,Tuberculosis,disease
COVID-19,managed_by,Infectious Disease Specialist,specialist
Antibiotics,prescribed_by,Cardiologist,specialist
Diabetes,diagnosed_by,X-Ray,diagnostic_test
Influenza,associated_with,Influenza,disease
Asthma,causes,Chest Pain,symptom
Angina,associated_with,Hypertension,disease
Pain Relievers,prescribed_by,Pulmonologist,specialist
Angina,managed_by,Ophthalmologist,specialist
Tuberculosis,associated_with,Angina,disease
Arthritis,treated_by,Antibiotics,treatment
Pneumonia,causes,Sore Throat,symptom
Angina,diagnosed_by,Urinalysis,diagnostic_test
Antivirals,prescribed_by,Rheumatologist,specialist
Angina,diagnosed_by,X-Ray,diagnostic_test
Arthritis,managed_by,Dermatologist,specialist
Influenza,causes,Fever,symptom
Diabetes,associated_with,Hypertension,disease
Nausea,indicates,Bronchitis,disease
Influenza,associated_with,Arthritis,disease
Corticosteroids,prescribed_by,Endocrinologist,specialist
Migraine,managed_by,General Practitioner,specialist
Influenza,diagnosed_by,X-Ray,diagnostic_test
Bronchitis,associated_with,Tuberculosis,disease
Hypertension,associated_with,Migraine,disease
IV Fluids,prescribed_by,General Practitioner,specialist
Sore Throat,indicates,Diabetes,disease
Hypertension,diagnosed_by,X-Ray,diagnostic_test
Cough,indicates,COVID-19,disease
Migraine,causes,Nausea,symptom
Tuberculosis,diagnosed_by,Blood Test,diagnostic_test
Antibiotics,prescribed_by,Cardiologist,specialist
Influenza,managed_by,Dermatologist,specialist
Inhalers,prescribed_by,Ophthalmologist,specialist
Diabetes,causes,Fatigue,symptom
Diabetes,treated_by,Inhalers,treatment
Rash,indicates,Conjunctivitis,disease
Hypertension,diagnosed_by,CT Scan,diagnostic_test
Fatigue,indicates,COVID-19,disease
Corticosteroids,prescribed_by,General Practitioner,specialist
Insulin,prescribed_by,Pulmonologist,specialist
Pneumonia,treated_by,Insulin,treatment
Bronchitis,diagnosed_by,X-Ray,diagnostic_test
Asthma,causes,Fever,symptom
Hypertension,managed_by,Pulmonologist,specialist
Influenza,managed_by,Cardiologist,specialist
Joint Pain,indicates,Bronchitis,disease
Dizziness,indicates,COVID-19,disease
Antivirals,prescribed_by,Dermatologist,specialist
Pneumonia,treated_by,Eye Drops,treatment
Angina,diagnosed_by,ECG,diagnostic_test
Rash,indicates,Hypertension,disease
Fatigue,indicates,Conjunctivitis,disease
Conjunctivitis,associated_with,Bronchitis,disease
Asthma,associated_with,Asthma,disease
IV Fluids,prescribed_by,Infectious Disease Specialist,specialist
Asthma,managed_by,Rheumatologist,specialist
Hypertension,associated_with,Hypertension,disease
Chest Pain,indicates,Migraine,disease
Conjunctivitis,causes,Joint Pain,symptom
Diabetes,treated_by,ACE Inhibitors,treatment
Tuberculosis,causes,Rash,symptom
Bronchitis,diagnosed_by,Urinalysis,diagnostic_test
Fever,indicates,Migraine,disease
Pneumonia,causes,Dizziness,symptom
Diabetes,associated_with,COVID-19,disease
Pain Relievers,prescribed_by,Infectious Disease Specialist,specialist
Influenza,diagnosed_by,CT Scan,diagnostic_test
Conjunctivitis,diagnosed_by,CT Scan,diagnostic_test
Tuberculosis,managed_by,Rheumatologist,specialist
Influenza,diagnosed_by,Urinalysis,diagnostic_test
Cough,indicates,Bronchitis,disease
Bronchitis,managed_by,Ophthalmologist,specialist
Cough,indicates,Migraine,disease
Bronchitis,causes,Fever,symptom
Arthritis,associated_with,Arthritis,disease
Angina,diagnosed_by,X-Ray,diagnostic_test
Arthritis,associated_with,Pneumonia,disease
Angina,associated_with,Asthma,disease
COVID-19,managed_by,Dermatologist,specialist
Diabetes,causes,Headache,symptom
Nitroglycerin,prescribed_by,Neurologist,specialist
Hypertension,associated_with,Bronchitis,disease
Angina,treated_by,Pain Relievers,treatment
Arthritis,causes,Fatigue,symptom
Tuberculosis,associated_with,Tuberculosis,disease
Arthritis,treated_by,ACE Inhibitors,treatment
COVID-19,managed_by,Pulmonologist,specialist
Asthma,treated_by,IV Fluids,treatment
Influenza,treated_by,Antivirals,treatment
Angina,associated_with,Migraine,disease
Pneumonia,treated_by,Insulin,treatment
Beta Blockers,prescribed_by,General Practitioner,specialist
Angina,diagnosed_by,Blood Test,diagnostic_test
Pain Relievers,prescribed_by,Cardiologist,specialist
COVID-19,causes,Sore Throat,symptom
Fatigue,indicates,COVID-19,disease
Fever,indicates,Arthritis,disease
Eye Drops,prescribed_by,Dermatologist,specialist
Pneumonia,diagnosed_by,CT Scan,diagnostic_test
Angina,associated_with,Influenza,disease
COVID-19,causes,Chest Pain,symptom
IV Fluids,prescribed_by,Rheumatologist,specialist
Asthma,associated_with,COVID-19,disease
Bronchitis,causes,Cough,symptom
IV Fluids,prescribed_by,General Practitioner,specialist
Tuberculosis,causes,Headache,symptom
Bronchitis,diagnosed_by,X-Ray,diagnostic_test
Pneumonia,treated_by,NSAIDs,treatment
Bronchitis,diagnosed_by,MRI,diagnostic_test
Asthma,causes,Fatigue,symptom
Pneumonia,managed_by,Ophthalmologist,specialist
NSAIDs,prescribed_by,Pulmonologist,specialist
Bronchitis,causes,Shortness of Breath,symptom
Conjunctivitis,diagnosed_by,CT Scan,diagnostic_test
Arthritis,treated_by,Beta Blockers,treatment
Conjunctivitis,associated_with,Tuberculosis,disease
Migraine,managed_by,General Practitioner,specialist
Hypertension,managed_by,Neurologist,specialist
Influenza,associated_with,Pneumonia,disease
Influenza,treated_by,Inhalers,treatment
Eye Drops,prescribed_by,Neurologist,specialist
Arthritis,treated_by,IV Fluids,treatment
COVID-19,diagnosed_by,MRI,diagnostic_test
Hypertension,associated_with,Hypertension,disease
Tuberculosis,managed_by,Endocrinologist,specialist
Asthma,associated_with,Arthritis,disease
Angina,treated_by,Antivirals,treatment
Pneumonia,managed_by,Rheumatologist,specialist
Pneumonia,diagnosed_by,MRI,diagnostic_test
Rash,indicates,Diabetes,disease
Tuberculosis,managed_by,Cardiologist,specialist
Migraine,treated_by,Beta Blockers,treatment
Angina,managed_by,Infectious Disease Specialist,specialist
Hypertension,causes,Shortness of Breath,symptom
Influenza,diagnosed_by,MRI,diagnostic_test
Migraine,managed_by,Ophthalmologist,specialist
Sore Throat,indicates,Hypertension,disease
Migraine,associated_with,Tuberculosis,disease
Conjunctivitis,causes,Joint Pain,symptom
Bronchitis,treated_by,Pain Relievers,treatment
Antivirals,prescribed_by,Cardiologist,specialist
Angina,causes,Shortness of Breath,symptom
Tuberculosis,associated_with,Hypertension,disease
Conjunctivitis,associated_with,Conjunctivitis,disease
Angina,diagnosed_by,ECG,diagnostic_test
Angina,diagnosed_by,X-Ray,diagnostic_test
Pneumonia,diagnosed_by,MRI,diagnostic_test
Insulin,prescribed_by,Infectious Disease Specialist,specialist
Diabetes,managed_by,Endocrinologist,specialist
Bronchitis,treated_by,Antibiotics,treatment
Influenza,managed_by,Neurologist,specialist
Tuberculosis,associated_with,Angina,disease
Antivirals,prescribed_by,Pulmonologist,specialist
Diabetes,managed_by,Rheumatologist,specialist
Cough,indicates,Angina,disease
Eye Drops,prescribed_by,Rheumatologist,specialist
Tuberculosis,treated_by,Inhalers,treatment
Cough,indicates,COVID-19,disease
Angina,treated_by,Antivirals,treatment
Insulin,prescribed_by,Endocrinologist,specialist
Joint Pain,indicates,Influenza,disease
Arthritis,causes,Blurred Vision,symptom
Rash,indicates,Conjunctivitis,disease
Conjunctivitis,diagnosed_by,MRI,diagnostic_test
Asthma,diagnosed_by,ECG,diagnostic_test
Insulin,prescribed_by,General Practitioner,specialist
Bronchitis,treated_by,Insulin,treatment
NSAIDs,prescribed_by,Infectious Disease Specialist,specialist
Migraine,managed_by,Pulmonologist,specialist
Tuberculosis,diagnosed_by,CT Scan,diagnostic_test
Hypertension,managed_by,Rheumatologist,specialist
Asthma,causes,Dizziness,symptom
Arthritis,diagnosed_by,CT Scan,diagnostic_test
Fever,indicates,COVID-19,disease
Shortness of Breath,indicates,Conjunctivitis,disease
Migraine,causes,Joint Pain,symptom
Influenza,causes,Fever,symptom
Joint Pain,indicates,Conjunctivitis,disease
Pneumonia,associated_with,Pneumonia,disease
Arthritis,treated_by,NSAIDs,treatment
Nitroglycerin,prescribed_by,Rheumatologist,specialist
Nitroglycerin,prescribed_by,Endocrinologist,specialist
Arthritis,treated_by,Insulin,treatment
Asthma,treated_by,Antibiotics,treatment
Asthma,diagnosed_by,Urinalysis,diagnostic_test
COVID-19,associated_with,Diabetes,disease
Influenza,diagnosed_by,ECG,diagnostic_test
Asthma,treated_by,Antivirals,treatment
Chest Pain,indicates,Pneumonia,disease
Conjunctivitis,diagnosed_by,ECG,diagnostic_test
Influenza,managed_by,Endocrinologist,specialist
Migraine,associated_with,Migraine,disease
Asthma,treated_by,NSAIDs,treatment
Hypertension,diagnosed_by,X-Ray,diagnostic_test
Blurred Vision,indicates,Hypertension,disease
Tuberculosis,managed_by,Ophthalmologist,specialist
Tuberculosis,treated_by,Antivirals,treatment
Hypertension,treated_by,Inhalers,treatment
Influenza,associated_with,Conjunctivitis,disease
COVID-19,associated_with,Angina,disease
Dizziness,indicates,Arthritis,disease
Angina,associated_with,Conjunctivitis,disease
Antivirals,prescribed_by,Endocrinologist,specialist
Bronchitis,managed_by,Ophthalmologist,specialist
Bronchitis,diagnosed_by,CT Scan,diagnostic_test
Migraine,diagnosed_by,X-Ray,diagnostic_test
Hypertension,managed_by,Neurologist,specialist
Tuberculosis,associated_with,Tuberculosis,disease
Conjunctivitis,managed_by,Endocrinologist,specialist
Asthma,associated_with,Influenza,disease
COVID-19,treated_by,Inhalers,treatment
Influenza,associated_with,Hypertension,disease
Tuberculosis,managed_by,Neurologist,specialist
Arthritis,treated_by,Antivirals,treatment
Pneumonia,causes,Rash,symptom
Arthritis,associated_with,Migraine,disease
Conjunctivitis,associated_with,Hypertension,disease
Tuberculosis,causes,Cough,symptom
Hypertension,managed_by,Dermatologist,specialist
Blurred Vision,indicates,Diabetes,disease
Chest Pain,indicates,Pneumonia,disease
Arthritis,diagnosed_by,CT Scan,diagnostic_test
COVID-19,causes,Blurred Vision,symptom
Angina,managed_by,Dermatologist,specialist
Hypertension,associated_with,Conjunctivitis,disease
Angina,treated_by,Insulin,treatment
COVID-19,diagnosed_by,ECG,diagnostic_test
Arthritis,diagnosed_by,Blood Test,diagnostic_test
Migraine,diagnosed_by,X-Ray,diagnostic_test
Bronchitis,diagnosed_by,ECG,diagnostic_test
Influenza,diagnosed_by,X-Ray,diagnostic_test
Arthritis,diagnosed_by,ECG,diagnostic_test
Asthma,causes,Shortness of Breath,symptom
Arthritis,diagnosed_by,Blood Test,diagnostic_test
Hypertension,associated_with,Pneumonia,disease
Tuberculosis,diagnosed_by,MRI,diagnostic_test
Arthritis,managed_by,Cardiologist,specialist
Blurred Vision,indicates,Arthritis,disease
Arthritis,managed_by,Endocrinologist,specialist
COVID-19,diagnosed_by,Urinalysis,diagnostic_test
Pneumonia,causes,Rash,symptom
Hypertension,associated_with,Arthritis,disease
Nitroglycerin,prescribed_by,Endocrinologist,specialist
Fatigue,indicates,Arthritis,disease
Arthritis,treated_by,Beta Blockers,treatment
Angina,associated_with,Tuberculosis,disease
Nitroglycerin,prescribed_by,Rheumatologist,specialist
Nitroglycerin,prescribed_by,Endocrinologist,specialist
Migraine,treated_by,Beta Blockers,treatment
Hypertension,causes,Shortness of Breath,symptom
Nitroglycerin,prescribed_by,Ophthalmologist,specialist
Arthritis,diagnosed_by,MRI,diagnostic_test
Arthritis,causes,Fatigue,symptom
Arthritis,causes,Fatigue,symptom
Pneumonia,treated_by,ACE Inhibitors,treatment
Pneumonia,diagnosed_by,ECG,diagnostic_test
Bronchitis,associated_with,Migraine,disease
Bronchitis,treated_by,Nitroglycerin,treatment
Bronchitis,treated_by,Nitroglycerin,treatment
Angina,diagnosed_by,X-Ray,diagnostic_test
Hypertension,treated_by,Eye Drops,treatment
COVID-19,associated_with,Hypertension,disease
Blurred Vision,indicates,Hypertension,disease
Pneumonia,treated_by,Inhalers,treatment
Inhalers,prescribed_by,Endocrinologist,specialist
Diabetes,managed_by,General Practitioner,specialist
COVID-19,causes,Nausea,symptom
Sore Throat,indicates,COVID-19,disease
Antibiotics,prescribed_by,Cardiologist,specialist
Diabetes,diagnosed_by,Urinalysis,diagnostic_test
Migraine,managed_by,Neurologist,specialist
Migraine,associated_with,Migraine,disease
Conjunctivitis,diagnosed_by,CT Scan,diagnostic_test
Pneumonia,associated_with,Migraine,disease
Cough,indicates,Pneumonia,disease
Dizziness,indicates,Arthritis,disease
Fever,indicates,Arthritis,disease
Migraine,associated_with,Pneumonia,disease
Hypertension,diagnosed_by,Blood Test,diagnostic_test
Antibiotics,prescribed_by,Cardiologist,specialist
Shortness of Breath,indicates,Tuberculosis,disease
Conjunctivitis,managed_by,General Practitioner,specialist
Hypertension,managed_by,Endocrinologist,specialist
Arthritis,managed_by,Infectious Disease Specialist,specialist
Rash,indicates,Hypertension,disease
Diabetes,managed_by,Dermatologist,specialist
Pneumonia,treated_by,Pain Relievers,treatment
Tuberculosis,causes,Sore Throat,symptom
Migraine,causes,Fatigue,symptom
Blurred Vision,indicates,Hypertension,disease
Pneumonia,treated_by,Corticosteroids,treatment
Hypertension,diagnosed_by,CT Scan,diagnostic_test
Cough,indicates,Pneumonia,disease
Nitroglycerin,prescribed_by,Pulmonologist,specialist
Bronchitis,associated_with,Influenza,disease
Pneumonia,managed_by,Infectious Disease Specialist,specialist
Conjunctivitis,diagnosed_by,CT Scan,diagnostic_test
Angina,associated_with,Migraine,disease
